CKS	K4	Kalitta Air
CLA		Comlux Aviation
CLB		Flight Precision Limited
CLD		Clowes Estates Limited
CLE		Colemill Enterprises
CLF		Bristol Flying Centre
CLG		Chalair Aviation
CLH	CL	Lufthansa CityLine
CLI	XG	Clickair
CLK		Clark Aviation
CLL		Aerovias Castillo
CLM		Cargo Link (Caribbean)
CLN		Barnes Olsen Aeroleasing
CLP		Aero Club De Portugal
CLR		Trans America
CLS		Challenge Air Transport
CLT		Caribbean Air Transport
CLU		Triple Alpha
CLV		Lom Praha Flying School
CLW	C0	Centralwings
CLX	CV	Cargolux
CLY		Clay Lacy Aviation
CLZ		Cloud 9 Air Charters
CMA		Central European Airlines
CME		Prince Edward Air
CMF		Air Care Alliance
CMG		Comet Airlines
CMH		Commair Aviation
CMI	CS	Continental Micronesia
CMJ		Mudanjiang General Aviation
CMK		Chernomor-Avia
CML		Commander Air Charter
CMM		Compagnie Aerienne du Mali
CMN		Eckles Aircraft
CMP	CM	Copa Airlines
CMR		CAM Air Management
CMS		Commercial Aviation
CMT		Casement Aviation
CMU		Northern Aviation Service
CMV		Calima Aviación
CMX		El Caminante Taxi Aereo
CMY		Cape Smythe Air
CMZ		CM Stair
CNA	7N	Centavia
CNB		Cityline Hungary
CNC		Corporacion Aereo Cencor
CND		Aero Continente Dominicana
CNE		Air Toronto
CNG		Coastal Airways
CNH		Aquila Air
CNI		Empresa Nacional De Servicios Aereos
CNJ		Nanjing Airlines
CNK		Sunwest Home Aviation
CNL		Centennial Airlines
CNO	BU	SAS Braathens
CNR		Condor Aero Services
CNS		Centennial Flight Centre
CNT		CNET
CNU		Air Consul
CNW	WH	China Northwest Airlines
CNX		Allcanada Express
CNY		Central Airways
COA	CO	Continental Airlines
COD		Concordavia
COF		Confort Air
COH		Coltishall Flying Training Unit
COL		Columbia Airlines
CON		Continental Oil
COO		Corporate Airlink
COP		Copper State Air Service
COT		Cottesmore Flying Training Unit
COV		Helicentre Coventry
COW		Cowi
COY	7C*	Coyne Airways
COZ	F5	Cosmic Air
CPA	CX	Cathay Pacific
CPB		Corpac Canada
CPD		Capital Airlines
CPF		ATS Private Company
CPG		Corporacion Aeroangeles
CPH		Champagne Airlines
CPI		CAI
CPJ		Baltimore Air Transport
CPL		Chaparral Airlines
CPM		Compagnie Mauritanienne Des Transports
CPN	IV	Caspian Airlines
CPO		Corporate Aircraft Company
CPR		Corporate Air
CPS		Compass International Airways
CPT		Corporate Air
CPV		Air Corporate
CPW		Chippewa Air Commuter
CPX		Capital Air Service
CPZ	CP	Compass Airlines
CQC		Central Queensland Aviation College
CQH	9C	Spring Airlines
CRA		Coronado Aerolineas
CRC		Conair Aviation
CRD	QC	Air Corridor
CRE		Cree Airways
CRF	NV	Air Central
CRG	2G	Cargoitalia
CRH		CRI Helicopters Mexico
CRJ		Air Cruzal
CRK	HX	Hong Kong Airlines
CRL	SS	Corsair International
CRM		Commander Mexicana
CRN		Empresa Aerocaribbean
CRO		Crown Airways
CRP		Aerotransportes Corporativos
CRQ		Air Creebec
CRR		Carranza
CRS		Comercial Aerea
CRT		Caribintair
CRV		Cargo Ivoire
CRW		Crownair
CRX		Cross Aviation
CRY		Primavia Limited
CSA	OK	Czech Airlines
CSC	3U	Sichuan Airlines
CSD		Courier Services
CSE		CSE Aviation
CSF		Clasair
CSH	FM	Shanghai Airlines
CSI		Central Skyport
CSJ		Castle Aviation
CSK		Flightcraft
CSL		California Air Shuttle
CSM		Ratkhan Air
CSN	CZ	China Southern Airlines
CSO		Casino Airline
CSP		Casper Air Service
CSQ	II	IBC Airways
CSS	O3	SF Airlines
CST		Coast Air
CSU	S8	Chari Aviation Services
CSV		Coastal Travels
CSW		Worldwide Air Charter Systems
CSY		Shuangyang General Aviation
CSZ	ZH	Shenzhen Airlines
CTA		Aero Charter and Transport
CTE		Air Tenglong
CTG		Canadian Coast Guard
CTH		China General Aviation Corporation
CTK		East Midlands Helicopters
CTL		Central Airlines
CTM		Commandement Du Transport Aerien Militaire Francai
CTN	OU	Croatia Airlines
CTO		Cape Air Transport
CTP		Tashkent Aircraft Production Corporation
CTQ		CTK Network Aviation
CTR		Aerlineas Centauro
CTS		Center-South
CTT		Custom Air Transport
CTV		Escuela De Pilotos Are Aviacion
CTW		Cargo Three
CTY		Cryderman Air Service
CTZ		CATA Línea Aérea
CUA	KN	China United Airlines
CUB	CU	Cubana de Aviación
CUI		Cancun Air
CUK		Polo Aviation
CUO		Aerocuahonte
CUT		Court Helicopters
CVA	3C	Air Chathams
CVC	J7	Centre-Avia
CVE		Cabo Verde Express
CVF		Dassault Falcon Jet Corporation
CVG		Carill Aviation
CVL		Coval Air
CVO		Center Vol
CVR		Chevron U.S.A
CVT		Peran
CVU		Grand Canyon Airlines
CVV		Comeravia
CWA	W2	Canadian Western Airlines
CWC	WE	Centurion Air Cargo
CWD		Caernarfon Airworld
CWE		Celtic West
CWH		Canadian Warplane Heritage Museum
CWK	KR	Comores Airlines
CWL		Cranwell Flying Training Unit
CWM	CW	Air Marshall Islands
CWN		Cardiff Wales Flying Club
CWP		Australian Customs Service
CWT		Texas Airways
CWU		Wuhan Airlines
CWW		Canair
CWX		Crow Executive Air
CWY		Woodgate Executive Air Charter
CWZ		Capitol Wings Airline
CXA	MF	XiamenAir
CXH	XO	China Xinhua Airlines
CXJ		Xinjiang Airlines
CXN		China Southwest Airlines
CXO		Conroe Aviation Services
CXS	E9	Boston-Maine Airways
CYA		Cheyenne Airways
CYC		Cyprair Tours
CYD	ZA	Access Air
CYE		Aerocheyenne
CYF		Company Flight
CYG		Yana Airlines
CYH	3Q	Yunnan Airlines
CYL	CT	Alitalia CityLiner
CYN		Zhongyuan Aviation
CYO		Air Transport
CYP	CY	Cyprus Airways
CYS		Cypress Airlines
CYT		Crystal Shamrock
CYZ	CF	China Postal Airlines
DAA		Decatur Aviation
DAB		Dassault Aviation
DAC		McDonnell Douglas
DAD		Dorado Air
DAE		DHL Aero Expreso
DAF		Danish Air Force
DAG	N2	Dagestan Airlines
DAH	AH	Air Algérie
DAL	DL	Delta Air Lines
DAM		Kyrgyzstan Department of Aviation
DAO	D3	Daallo Airlines
DAP		Aerovías DAP
DAR		Danish Army
DAS		Damascene Airways
DAU	D5	Dauair
DAV		Dornier Aviation Nigeria
DAY		Daya Aviation
DBA		Air Alpha
DBD		Air Niagara Express
DBJ		Duchess of Britany (Jersey) Limited
DBK		Dubrovnik Air
DBR		Dutchbird
DCA		Dreamcatcher Airways
DCC		Caribbean Air Cargo
DCE		Dutch Caribbean Express
DCL		Transportes Aereos Don Carlos
DCM		FLTPLAN
DCN		Federal Armed Forces
DCO		David Crawshaw Consultants Limited
DCS		Daimler Chrysler Aviation
DCT		Direct Flight
DCV		Discover Air
DCX		Daimler-Chrysler
DDA		D & D Aviation
DEA		Delta Aerotaxi
DEE		Dixie Airways
DEF		Aviation Defense Service
DEG		Air Service Groningen
DEI		Ecoair
DEL		Carib Aviation
DER		Deer Jet
DES		Chilcotin Caribou Aviation
DET		DETA Air
DEV		Red Devils Parachute Display Team
DFA		Aero Coach Aviation
DFS		Dwyer Aircraft Services
DGO		DGO Jet
DGT		Digital Equipment Corporation
DGX		Dasnair
DHA		Dahla Airlines
DHC		De Havilland
DHE		DAP Helicopteros
DHI	KI	Adam Air
DHK		DHL Air
DHL	ER	Astar Air Cargo
DHM		Archer Aviation
DHV		DHL Aviation
DHX	ES	DHL International
DIA		Direct Air
DIC		Aeromedica
DIN		Aerodin
DIP		Diplomatic Freight Services
DIR	AW	Dirgantara Air Service
DIS		Di Air
DIX		Dix Aviation
DJB		Djibouti Airlines
DJE		Durango Jet
DJS		DayJet
DJT		Denver Jet
DJU		Air Djibouti
DKA		Daka
DKE		Jubilee Airways
DKH	HO	Juneyao Airlines
DKN		Deccan Aviation
DKT		Sioux Falls Aviation
DKY		Servicios Aereos Elite
DLA	EN	Air Dolomiti
DLH	LH	Lufthansa
DLI		Delta Express International
DLK		Deccan Aviation (Lanka)
DLR		Dala Air Services
DLS		Aero Modelo
DLU		Aerolineas Del Sur
DMC		Aerodinamica de Monterrey
DMI		Aeroservicios Dinamicos
DML		Aerotaxis Dosmil
DMO	E3	Domodedovo Airlines
DNA		Aerodespachos De El Salvador
DNC		Aeroynamics Malaga
DND		Eldinder Aviation
DNI		Servicios Aereos Denim
DNJ		Aerodynamics Incorporated
DNK		D&K Aviation
DNL	9H	Dutch Antilles Express
DNM		Denim Air
DNR		Dynamair Aviation
DNU		Danu Oro Transportas
DNV	D9	Aeroflot-Don
DNY		Danish Navy
DOC		Norsk Luftambulanse
DOD		USAF Air Mobility Operations Control Center
DOI		U.S. Department of the Interior
DOJ		Justice Prisoner and Alien Transportation System
DOM		Dos Mundos
DON		Donair Flying Club
DOP		Dancopter
DOR		Dornier
DOT		Telnic Limited
DPL		Dome Petroleum
DQA		Island Aviation Services
DRB		Didier Rousset Buy
DRC		Triton Airlines
DRD	NM	Air Madrid
DRE		Drummond Island Air
DRK	KB	Druk Air
DRM		Airways Flight Training
DRN		Central De Discos De Reynosa
DRO		Aeronaves Del Noreste
DRT		Darta
DRU		Alrosa
DRX		Des R Cargo Express
DRY		Deraya Air Taxi
DSA		Danbury Airways
DSC		Addis Air Cargo Services
DSH		Dash Air Charter
DSK		Aero Algarve
DSL		Meridian Aviation
DSM	4M	Aero 2000
DSN		DESNA
DSO		Dassault Falcon Service
DSQ		Dasab Airlines
DSR	WD	DAS Air Cargo
DST		Aex Air
DSU		Delta State University
DTA	DT	TAAG Angola Airlines
DTH	SF	Tassili Airlines
DTN		Data International
DTR	DX	DAT Danish Air Transport
DTV		Centre Airlines
DTY		Destiny Air Services
DUB		Dubai Airwing
DUK		Ducair
DUO		Duo Airways
DVA		Discovery Airways
DVB		Don Avia
DVI		Aero Davinci International
DWN		Dawn Air
DWR		Delaware Skyways
DWT	0D	Darwin Airline
DWW		Jet Courier Service
DXH		East Star Airlines
DXP		Dallas Express Airlines
DYE		Dynamic Air
DYN		Aero Dynamics
EAB		Swiss Eagle
EAC		Executive Air Charter
EAD		Escola De Aviacao Aerocondor
EAE		Aeroservicios Ecuatorianos
EAF	E7	European Aviation Air Charter
EAG		European Aeronautical Group UK
EAH		Baltimore Airways
EAI		Emerald Airlines
EAK		Euro-Asia Air
EAL	2D	Eastern Airlines
EAM		Embassy Airlines
EAN		Skypower Express Airways
EAP		Aero-Pyrenees
EAQ		Eastern Australia Airlines
EAR		Transporte Ejecutivo Aereo
EAS		Executive Aerospace
EAT		Air Transport
EAX		Eastern Air Executive
EAY	EE	Aero Airlines
EAZ		Eastern Air
EBA		Bond Aviation
EBC		Aero Ejecutivo De Baja California
EBE		Minebea Technologies
EBF		MSR Flug-Charter
EBG		Eurosense
EBJ		European Business Jets
ECA	UI	Eurocypria Airlines
ECB		European Coastal Airlines
ECC	QE	Crossair Europe
ECD		Ecotour
ECE	4F	Air City
ECF		Eurocopter
ECG		Aero Ejecutivos RCG
ECI		Eastern Carolina Aviation
ECJ		East Coast Jets
ECL		Aeronautica Castellana
ECM		Aerolineas Comerciales
ECN		Euro Continental AIE
ECQ		Eco Air
ECS		Executive Aircraft Charter and Charter Services
ECT		East Coast Airways
ECU		Ecuavia
ECV		Ecuatoguineana De Aviacion (EGA)
ECX		Ecomex Air Cargo
ECY		Euroceltic Airways
EDA		Aerolineas Nacionales Del Ecuador
EDC		Edinburgh Air Charter
EDD		Lineas Aereas Ejectuivas De Durango
EDJ		Edwards Jet Center of Montana
EDL		Polizeihubschrauberstaffel Bayern
EDO		Elidolomiti
EDR		Lineas Aereas Eldorado
EDV	9E	Endeavor Air
EDW	WK	Edelweiss Air
EEA	EU	Ecuatoriana
EET		Air Este
EEU	GJ	Eurofly Service
EEZ		Eurofly
EFA	EF	Far Eastern Air Transport
EFC		Air Mana
EFD		EFD Eisele Flugdienst
EFG		Elifriulia
EFS		EFAOS- Agencia De Viagens e Turismo
EFT		Embassy Freight Company
EGF	MQ	American Eagle Airlines
EGJ		Eagle Jet Charter
EGL		Capital Trading Aviation
EGN		Eagle Aviation France
EGO		Gauteng Air Cargo
EGR		Eagle Air
EGU		Eagle Aviation
EGV		Enrique Gleisner Vivanco
EGX		Eagle Air Company
EGY		Egyptian Air Force
EHA		East Hampton Aire
EHD		E H Darby Aviation
EHR		Valfell-Verkflug
EIA	EZ	Evergreen International Airlines
EIC		Express International Cargo
EIJ		Efata Papua Airlines
EIN	EI	Aer Lingus
EIR		Eirjet
EIS		EIS Aircraft
EIX		Ei Air Exports
EJA	1I	NetJets
EJC		Grupo De Aviacion Ejecutiva
EJD		Elite Jets
EJM		Executive Jet Management
EJO		Execujet Middle East
EJP		Aeroservicios Ejecutivos Corporativos
EJS		Eurojet Servis
EJT		Eclipse Aviation
EJU	EC	easyJet Europe
EJV		Compania Ejecutiva
EJX		Egyptian Aviation
EKA		Equaflight Service
EKC		East Kansas City Aviation
ELB		Elieuro
ELG	E8	Alpi Eagles
ELH		Elilario Italia
ELJ		Delta Air Elite
ELL	OV	Estonian Air
ELM		Crelam
ELO	K2	Eurolot
ELR		Elrom Aviation and Investments
ELS		El Sal Air
ELT		Elliott Aviation
ELV		Transportes Aereos Nacionales De Selva Tans
ELW		Yellow Wings Air Services
ELX		Elan Express
ELY	LY	El Al Israel Airlines
EMA		Egyptian Aviation Company
EMB		Empresa Brasileira De Aeronautica
EMD		Eaglemed (Ballard Aviation)
EME		Eastern Metro Express
EMI		Premium Air Shuttle
EMN		Examiner Training Agency
EMP		Empire Air Service
EMR		Zenmour Airlines
EMS		Aero Servicios Empresariales
EMT		Emetebe
EMU		East Asia Airlines
EMX	3W	Euromanx Airways
ENA		Direccion General de Aviacion Civil y Telecomunica
ENC		Endecots
END		Arrendoora y Transportadora Aerea
ENI		Enimex
ENR		Scenic Air
ENS		Entergy Services
ENT		DAT Enterprise Limited
ENV		Victoria Aviation
ENW		Aeronaves Del Noroeste
ENY	MQ	Envoy Air
EOA		Elilombarda
EOL		Airailes
EOM		Aero Ermes
EOS		Eliossola
EPA		Shenzhen Donghai Airlines
EPB		Eastern Pacific Aviation
EPC		Espace Aviation Services
EPE		Aero Empresarial
EPL		Aero Transportes Empresariales
EPS		Epps Air Service
EQC		Ecuatorial Cargo
EQT		Equatorial Airlines
EQZ		Equatair Air Services (Zambia)
ERC		Esso Resources Canada
ERE		Erie Airways
ERF		Erfoto
ERG		Avianergo
ERH		Era Helicopters
ERI		Aero Servicios Regiomontanos
ERJ		Eurojet Italia
ERK		Aerosec
ERM		Aeromaan
ERT	B8	Eritrean Airlines
ERV		Yerevan-Avia
ERX		Earth Airlines Services
ESB		Aerosaba
ESC		El Sol De America
ESE		Ensenada Vuelos Especiales
ESF	E7	Estafeta Carga Aerea
ESI		ESI Eliservizi Italiani
ESJ		Eastern Sky Jets
ESK	NE	SkyEurope
ESL	P7	Russian Sky Airlines
ESN		Euro Sun
ESO		Avitat
ESS	E0	Eos Airlines
EST		Carga Express Internacional
ESU		Aerolineas Ejecutivas Del Sureste
ESX		Euroskylink
ESZ		Aeronautica Le Esperanza
ETA		Estrellas Del Aire
ETC		ATTICO
ETD	EY	Etihad Airways
ETE		Aero Siete
ETH	ET	Ethiopian Airlines
ETL		Patterson Aviation Company
ETM		Etram Air Wing
ETN		Chim-Nir Aviation
ETS		Flygtransporter I Nykoping
ETV		European Executive
EUC		Eurocontrol
EUG		Euroguineana de Aviacion
EUJ	VE	EUjet
EUK		Air Atlanta Europe
EUP		Euroair
EUT		European 2000 Airlines
EUU		Euroamerican Air
EUY		EU Airways
EVA	BR	EVA Air
EVE		Air Evex
EVM		Natural Environment Research Council
EVN		Euraviation
EVR		Aeronautical Academy of Europe
EWA		East-West Airlines
EWG	EW	Eurowings
EWS		Enterprise World Airways
EWW		Emery Worldwide Airlines
EXA		Execair Aviation
EXB		Brazilian Army Aviation
EXC		European Executive Express
EXE		Executive Flight
EXF		Eximflight
EXG		Air Exchange
EXH		G5 Executive
EXJ		Executive Jet Charter
EXK	OW	Executive Airlines
EXL	CQ	Sunshine Express Airlines
EXM		United Kingdom Civil Aviation Authority
EXN		Exin
EXP		Business Express Delivery
EXR		Expertos En Carga
EXS	LS	Jet2.com
EXT		Night Express
EXU		Executive Airlines
EXV	8D	Expo Aviation
EXW		Executive Airlines Services
EXX		International Air Corporation
EXY		South African Express
EXZ	B5	East African Safari Air Express
EYE		F.S. Air Service
EZB		Flugschule Eichenberger
EZD	Z2	AirAsia Zest
EZE	T3	Eastern Airways
EZS	DS	easyJet Switzerland
EZY	U2	easyJet
FAB	7F	First Air
FAC		Atlantic Helicopters
FAD		Rog-Air
FAE		Freshaer
FAF		Force Aerienne Francaise
FAG		Argentine Air Force
FAH		Farnair Hungary
FAK		Financial Airxpress
FAL		Friendship Air Alaska
FAM		Fumigacion Aerea Andaluza
FAN		AF-Air International
FAO		Falcon Air Express
FAP		Parsons Airways Northern
FAR		Falcon Air
FAS		Freedom Airways
FAT		Farnair Switzerland
FAU		Falcon Airline
FAV		Fair Aviation
FAW		Falwell Aviation
FAX		Midwest Air Freighters
FAY		Fayban Air Services
FAZ		Flint Aviation Services
FBA		Fab Air
FBF		Fine Airlines
FBO		TAG Farnborough Airport
FBW		Aviation Data Systems
FBZ	FO	Flybondi
FCA	DP	First Choice Airways
FCC		First Cambodia Airlines
FCE		Flycolumbia
FCI		Air Carriers
FCK		Flight Calibration Service
FCL	PA	Florida Coastal Airlines
FCN		Falcon Air
FCO		Aerofrisco
FCP		Flight Corporation
FCR		Flying Carpet Company
FCS		Facts Air
FCT		Fly CI Limited
FCU		Alfa 4
FCV		Flight Centre Victoria
FDA	JH	Fuji Dream Airlines
FDB	FZ	Flydubai
FDF		IVV Femida
FDL		Farmingdale State University
FDN		Flying Dolphin Airlines
FDO		France Douanes
FDP		Flight Dispatch Services
FDR		Federal Air
FDS		African Medical and Research Foundation
FDX	FX	FedEx Express
FEC		Denver Express
FED		Líneas Aéreas Federales
FEE		Fly Europa Limited
FEI		Eagle Air Iceland
FEO		Aeroferinco
FER		Feria Aviacion
FES		Aero Taxis Y Servicios Alfe
FEX		Flightexec
FFA		Avialesookhrana
FFB		Africair Service
FFC		Fairoaks Flight Centre
FFD		Stuttgarter Flugdienst
FFF		Freedom Air Services
FFG		Flugdienst Fehlhaber
FFH		Shalom Air Services
FFI		Infinit Air
FFL		Intavia Limited
FFM	FY	Firefly
FFP		Fischer Air Polska
FFR	8F	Fischer Air
FFS		Florida Department of Agriculture
FFT	F9	Frontier Airlines
FFU		GEC Marconi Avionics
FFY		Fun Flying Thai Air Service
FGA		Georgian Aviation Federation
FGC		Departmento De Agricultura De La Generalitat De Ca
FGL		Futura Gael
FGN		Gendarmie Nationale
FGP		Flying-Research Aerogeophysical Center
FGS		Elitellina
FGT		Aero Freight
FGY		Froggy Corporate Aviation
FHE	HW	Hello
FHL		Fast Helicopters
FHS		Forth and Clyde Helicopter Services
FHY	FH	Freebird Airlines
FIA		Four Island Air
FIC		Aerosafin
FII		Aerodata Flight Inspection
FIL		Fly Line
FIN	AY	Finnair
FIR		First Line Air
FIV		Citationshares
FIX		Airfix Aviation
FJC		Falcon Jet Centre
FJE		Silverjet
FJI	FJ	Fiji Airways
FJS		Florida Jet Service
FKI		FLM Aviation Mohrdieck
FKL		Kelner Airways
FKS		Focus Air
FLA		Midway Express
FLC		FINFO Flight Inspection Aircraft
FLD		Air Falcon
FLE		Flair Airlines
FLF		Friendship Airlines
FLH		Sky Bus
FLI	RC	Atlantic Airways
FLK		Flylink Express
FLL		Federal Airlines
FLM	F2	Fly Air
FLN		Flamingo Air-Line
FLO		Flycom
FLP		Aeroclub Flaps
FLR		Fleetair
FLS		Fairlines
FLU		Flugschule Basel
FLW		FLowair Aviation
FLX		Flight Express
FLY	SH	Fly Me Sweden
FMC		Claessens International Limited
FMG		FMG Verkehrsfliegerschule Flughafen Paderborn-Lipp
FMR		Flamingo Air
FMS		Hadison Aviation
FMT		Air Fret De Mauritanie
FNC	4S	Finalair Congo
FNF		Finnish Air Force
FNG		Frontier Guard
FNK		Feniks Airline
FNL		Oulun Tilauslento
FNM		Avio Nord
FNO		Aeroflota Del Noroeste
FNT		L-3 Communications Flight Internation Aviation
FNV		Transaviaservice
FNX		Aero Fenix
FNY		France Marine Nationale
FOB		Ford Motor Company
FOI		Flight Ops International
FOM		Freedom Air
FOP		Fokker
FOR		Formula One Management
FOS		Bel Limited
FOX	FS	Flyr
FPA		Flygprestanda
FPG		TAG Aviation
FPO	5O	ASL Airlines France
FPR		Peruvian Air Force
FPS		Flightpass Limited
FPY	OG	Play
FRA		FR Aviation
FRC		Icare Franche Compte
FRD		Ford Motor Company
FRE	FP	Freedom Air
FRG		Freight Runners Express
FRJ		Afrijet Airlines
FRK		Afrika Aviation Handlers
FRL		Freedom Airlines
FRM		Federal Armored Service
FRN		Farnair Netherlands
FRR		Fresh Air
FRT		Aerofreight Airlines
FRW		Farwest Airlines
FSA		Foster Aviation
FSB		FSB Flugservice & Development
FSC	HK	Four Star Cargo
FSD		EFS-Flugservice
FSH		Flash Airlines
FSL		Flight Safety Limited
FSR		Flightstar Corporation
FST		Aereos Limited
FSU		Flight Support Sweden
FSW	F3	Faso Airways
FSX		Flagship Express Services
FTA	2F	Frontier Flying Service
FTC		Air Affaires Tchad
FTE		Fotografia F3
FTM		Flyteam Aviation
FTP		Keystone Aerial Surveys
FTS		First Sabre
FTY		ABC Bedarsflug
FUJ		Fujairah Aviation Centre
FUN		Funtshi Aviation Service
FVA		Cardinal/Air Virginia
FVS		Falcon Aviation Services
FWA	I4	Interstate Airline
FWC		Freeway Air
FWD		Fair Wind Air Charter
FWI	TX	Air Caraïbes
FWL	RF	Florida West International Airways
FWQ		Flight West Airlines
FWY		Fairways Corporation
FWZ		Flugwerkzeuge Aviation Software
FXA		Express Air
FXC		Fortunair Canada
FXF		VIP Air Charter
FXI	NY	Air Iceland
FXL		Fly Excellent
FXR		Foxair
FXT		Flexflight
FXY		Flexair
FYA		Flyant
FYE		Easy Link Aviation Services
FYG		Flying Service
FYH	W3	Flyhy Cargo Airlines
FYN		Comfort Air
FYS		American Flyers
GAA		Business Express
GAB		Gendall Air
GAD		South Coast Aviation
GAE		Grand Aire Express
GAF		German Air Force
GAG		Global Air Operations
GAH		Ga-Ma Helicoptere
GAI	3R	Moskovia Airlines
GAK		Global Aviation and Services Group
GAL	7O	Galaxy Air
GAM		German Army
GAN		Gander Aviation
GAO	DC	Golden Air
GAP	2P	PAL Express
GAQ		Golfe Air Quebec
GAR		Commodore Aviation
GAS		Galena Air Service
GAT		Gulf Air Inc
GAU		Aerogaucho
GAV		Granada Aviacion
GAX		Full Express
GBA		Gulf Air Bahrain
GBB		Global Aviation Operations
GBE		Gabon Express
GBJ		Aero Business Charter
GBL	GT	GB Airways
GBN		Atlantic Airlines
GBO		Ogooue Air Cargo
GBR		Rader Aviation
GBS		Global Air Services Nigeria
GBT		Gold Belt Air Transport
GBX		GB Airlink
GCB		Lignes Nationales Aeriennes - Linacongo
GCC		GECAS
GCF		Aeronor
GCK		Aerogem Cargo
GCN		Gulf Central Airlines
GCO	GR	Gemini Air Cargo
GCR	GS	Tianjin Airlines
GCS		GCS Air Service
GDA		GoldAir
GDB		Gendarmerie Belge
GDC	CN	Grand China Air
GDD		Golden Airlines
GDE		Servicios Aereos Gadel
GDG		S.P. Aviation
GDH		Guneydogu Havacilik Isletmesi
GDK		Goldeck-Flug
GDQ		Lincoln Air National Guard
GEA		Guinea Ecuatorial Airlines
GEC	LH	Lufthansa Cargo
GED		Europe Air Lines
GEE		Geesair
GEN		GENSA
GES	GP	Gestair
GET		GETRA
GFA	GF	Gulf Air
GFC		Gail Force Express
GFD		Gesekkschaft Fur Flugzieldarstellung
GFF		Griffin Aviation
GFG	QB	Georgian National Airlines
GFI	8B	Caribbean Star Airlines
GFN		The 955 Preservation Group
GFO		Aerovias del Golfo
GFS		Gulfstream Airlines
GFT	3M	Gulfstream International Airlines
GFW		GFW Aviation
GGA		First Flying Squadron
GGC	GG	Cargo 360
GGE		Gobierno De Guinea Ecuatorial
GGF		Georgian Cargo Airlines Africa
GGL		Aeronáutica
GGN	ZX	Air Georgian
GGS		GATSA
GGV		Houston Jet Services
GGZ		Global Georgian Airways
GHA	GH	Ghana Airways
GHB	G0	Ghana International Airlines
GHI		GH Stansted Limited
GHL		Aviance
GHN		Air Ghana
GHP		Colvin Aviation
GHS		Gatari Hutama Air Services
GHT		Ghadames Air Transport
GHV		Ground Handling Service de Mexico
GHY		German Sky Airlines
GIA	GA	Garuda Indonesia
GIB		GR-Avia
GIC		Compagnie de Bauxites de Guinee
GIG		Gacela Air Cargo
GIH		Union des Transports Africains de Guinee
GIJ		Guinea Airways
GIK		Seba Airlines
GIL		African International Transport
GIP	2U	Air Guinee Express
GIQ		Guinee Paramount Airlines
GIY		Probiz Guinee
GIZ		Africa Airlines
GJA		Globe Jet
GJB		Trans-Air-Link
GJS	G7	GoJet Airlines
GJT		Gestion Aerea Ajecutiva
GKA		US Army Parachute Team
GLA	ZK	Great Lakes Airlines
GLB		Global Airways (GLB)
GLC		Global Aircargo
GLD		Golden Star Air Cargo
GLE		Goliaf Air
GLF		Gulfstream Aerospace
GLG	2K	Avianca Ecuador
GLJ		Global Jet Austria
GLL		Air Gemini
GLO	G3	GOL Linhas Aéreas Inteligentes
GLQ		El Quilada International Aviation
GLR		Central Mountain Air
GLS		Galaircervis
GLT		Aero Charter
GLU		Great Lakes Airways (Uganda)
GLW		Global Wings
GMA		Gama Aviation
GMC		General Motors
GME		Aguilas Mayas Internacional
GMG		GM Helicopters
GMH		Hughes Aircraft Company
GMI	ST	Germania
GMJ		Gamisa Aviacion
GML		G & L Aviation
GMM		Aerotaxis Guamuchil
GMS		Aeroservicios Gama
GMT		Grupoaereo Monterrey
GNA		Servicios Aereos Gana
GNC		Guinea Cargo
GND		Grand Airways
GNJ		Gain Jet Aviation
GNL		135 Airways
GNR	GC	Gambia International Airlines
GNS		Eastern Executive Air Charter
GNT	0A	Amber Air
GNX		Genex
GNY		German Navy
GNZ		General Aviation
GOA		Alberta Government
GOB		Dash Aviation
GOF		Gof-Air
GOI		Gofir
GOJ		EuroJet Aviation
GOL		Cardolaar
GOM		Gomel Airlines
GOR		Gorlitsa Airlines
GOS		Goldfields Air Services
GOT		Walter I Linkoping
GOW	G8	GoAir
GPA		Golden Pacific Airlines
GPC		Gulf Pearl Air Lines
GPD		Tradewind Aviation
GPE		GP Express Airlines
GPL		DLR
GPM		Grup Air-Med
GPR		GPM Aeroservicio
GRA		Great American Airways
GRD		National Grid
GRE		Air Scotland
GRG	DA	Air Georgia
GRI		Air Cargo Center
GRL	GL	Air Greenland
GRN	E2	Rio Grande Air
GRO	LL	Allegro
GRP		Great Plains Airlines
GRR		Agroar Carga Aérea
GRS		Golden Rule Airlines
GRT		Gabon-Air-Transport
GRV		Vernicos Aviation
GRX		Aircompany Grodno
GRY		New York State Police
GRZ		Zambia Communications Flight
GSA		Garden State Airlines
GSJ		Grossmann Jet Service
GSK		Global Sky Aircharter
GSL		Geographic Air Surveys
GSM	B4	Flyglobespan
GSP		Airlift Alaska
GSS		Global Supply Systems
GSV		Agrocentr-Avia
GSW		Sky Wings Airlines
GSY		Guard Systems
GTC		Altin Havayolu Tasimaciligi Turizm Ve Ticaret
GTH		General Aviation Flying Services
GTI	5Y	Atlas Air
GTP		Aerotaxi Grupo Tampico
GTR		Gestar
GTV		Empresa de Aviacion Aerogaviota
GTX		GTA Air
GTY		National Aviation Company
GUA		Aerotaxis de Aguascalientes
GUF		Gulf African Airlines - Gambia
GUG	GU	Avianca Guatemala
GUL		Gull Air
GUM		Gum Air
GUN	GV	Grant Aviation
GUS		Guja
